"","UF","COD. UF","COD. MUNIC","NOME DO MUNICÍPIO","POPULAÇÃO ESTIMADA"
"1428","PB",25,"14305","São José de Caiana","6376"
"1429","PB",25,"14404","São José de Espinharas","4656"
"1430","PB",25,"14453","São José dos Ramos","5998"
"1431","PB",25,"14503","São José de Piranhas","20329"
"1432","PB",25,"14552","São José de Princesa","3950"
"1433","PB",25,"14602","São José do Bonfim","3588"
"1434","PB",25,"14651","São José do Brejo do Cruz","1811"
"1435","PB",25,"14701","São José do Sabugi","4147"
"1436","PB",25,"14800","São José dos Cordeiros","3618"
"1437","PB",25,"14909","São Mamede","7702"
"1438","PB",25,"15005","São Miguel de Taipu","7410"
"1439","PB",25,"15104","São Sebastião de Lagoa de Roça","11728"
"1440","PB",25,"15203","São Sebastião do Umbuzeiro","3512"
"1441","PB",25,"15302","Sapé","52804"
"1442","PB",25,"15401","São Vicente do Seridó","10848"
"1443","PB",25,"15500","Serra Branca","13754"
"1444","PB",25,"15609","Serra da Raiz","3131"
"1445","PB",25,"15708","Serra Grande","2916"
"1446","PB",25,"15807","Serra Redonda","7021"
"1447","PB",25,"15906","Serraria","6068"
"1448","PB",25,"15930","Sertãozinho","5089"
"1449","PB",25,"15971","Sobrado","7815"
"1450","PB",25,"16003","Solânea","26227"
"1451","PB",25,"16102","Soledade","15102"
"1452","PB",25,"16151","Sossêgo","3594"
"1453","PB",25,"16201","Sousa","69723"
"1454","PB",25,"16300","Sumé","17031"
"1455","PB",25,"16409","Tacima","10969"
"1456","PB",25,"16508","Taperoá","15441"
"1457","PB",25,"16607","Tavares","14759"
"1458","PB",25,"16706","Teixeira","15248"
"1459","PB",25,"16755","Tenório","3081"
"1460","PB",25,"16805","Triunfo","9464"
"1461","PB",25,"16904","Uiraúna","15300"
"1462","PB",25,"17001","Umbuzeiro","9911"
"1463","PB",25,"17100","Várzea","2841"
"1464","PB",25,"17209","Vieirópolis","5372"
"1465","PB",25,"17407","Zabelê","2255"
"1466","PE",26,"00054","Abreu e Lima","100346"
"1467","PE",26,"00104","Afogados da Ingazeira","37404"
"1468","PE",26,"00203","Afrânio","19810"
"1469","PE",26,"00302","Agrestina","25065"
"1470","PE",26,"00401","Água Preta","37082"
"1471","PE",26,"00500","Águas Belas","43686"
"1472","PE",26,"00609","Alagoinha","14718"
"1473","PE",26,"00708","Aliança","38397"
"1474","PE",26,"00807","Altinho","22984"
"1475","PE",26,"00906","Amaraji","22870"
"1476","PE",26,"01003","Angelim","11226"
"1477","PE",26,"01052","Araçoiaba","20733"
"1478","PE",26,"01102","Araripina","84864"
"1479","PE",26,"01201","Arcoverde","74822"
"1480","PE",26,"01300","Barra de Guabiraba","14510"
"1481","PE",26,"01409","Barreiros","42764"
"1482","PE",26,"01508","Belém de Maria","12122"
"1483","PE",26,"01607","Belém do São Francisco","20730"
"1484","PE",26,"01706","Belo Jardim","76687"
"1485","PE",26,"01805","Betânia","12765"
"1486","PE",26,"01904","Bezerros","60880"
"1487","PE",26,"02001","Bodocó","38378"
"1488","PE",26,"02100","Bom Conselho","48767"
"1489","PE",26,"02209","Bom Jardim","39983"
"1490","PE",26,"02308","Bonito","38117"
"1491","PE",26,"02407","Brejão","8987"
"1492","PE",26,"02506","Brejinho","7488"
"1493","PE",26,"02605","Brejo da Madre de Deus","51225"
"1494","PE",26,"02704","Buenos Aires","13190"
"1495","PE",26,"02803","Buíque","58919"
"1496","PE",26,"02902","Cabo de Santo Agostinho","208944"
"1497","PE",26,"03009","Cabrobó","34503"
"1498","PE",26,"03108","Cachoeirinha","20501"
"1499","PE",26,"03207","Caetés","28904"
"1500","PE",26,"03306","Calçado","11018"
"1501","PE",26,"03405","Calumbi","5747"
"1502","PE",26,"03454","Camaragibe","158899"
"1503","PE",26,"03504","Camocim de São Félix","18900"
"1504","PE",26,"03603","Camutanga","8572"
"1505","PE",26,"03702","Canhotinho","24773"
"1506","PE",26,"03801","Capoeiras","20048"
"1507","PE",26,"03900","Carnaíba","19609"
"1508","PE",26,"03926","Carnaubeira da Penha","13025"
"1509","PE",26,"04007","Carpina","84395"
"1510","PE",26,"04106","Caruaru","365278"
"1511","PE",26,"04155","Casinhas","14368"
"1512","PE",26,"04205","Catende","43340"
"1513","PE",26,"04304","Cedro","11891"
"1514","PE",26,"04403","Chã de Alegria","13556"
"1515","PE",26,"04502","Chã Grande","21815"
"1516","PE",26,"04601","Condado","26590"
"1517","PE",26,"04700","Correntes","18268"
"1518","PE",26,"04809","Cortês","12560"
"1519","PE",26,"04908","Cumaru","10192"
"1520","PE",26,"05004","Cupira","24173"
"1521","PE",26,"05103","Custódia","37375"
"1522","PE",26,"05152","Dormentes","19079"
"1523","PE",26,"05202","Escada","69292"
"1524","PE",26,"05301","Exu","31766"
"1525","PE",26,"05400","Feira Nova","22247"
"1526","PE",26,"05459","Fernando de Noronha","3101"
"1527","PE",26,"05509","Ferreiros","12170(8)"
"1528","PE",26,"05608","Flores","22618"
"1529","PE",26,"05707","Floresta","33184"
"1530","PE",26,"05806","Frei Miguelinho","15546"
"1531","PE",26,"05905","Gameleira","31318"
"1532","PE",26,"06002","Garanhuns","140577"
"1533","PE",26,"06101","Glória do Goitá","30751"
"1534","PE",26,"06200","Goiana","80055"
"1535","PE",26,"06309","Granito","7537"
"1536","PE",26,"06408","Gravatá","84699"
"1537","PE",26,"06507","Iati","19241"
"1538","PE",26,"06606","Ibimirim","29412"
"1539","PE",26,"06705","Ibirajuba","7768"
"1540","PE",26,"06804","Igarassu","118370"
"1541","PE",26,"06903","Iguaracy","12247"
"1542","PE",26,"07000","Inajá","23645"
"1543","PE",26,"07109","Ingazeira","4543"
"1544","PE",26,"07208","Ipojuca","97669"
"1545","PE",26,"07307","Ipubi","31187"
"1546","PE",26,"07406","Itacuruba","4966"
"1547","PE",26,"07505","Itaíba","26308"
"1548","PE",26,"07604","Ilha de Itamaracá","26672"
"1549","PE",26,"07653","Itambé","36471"
"1550","PE",26,"07703","Itapetim","13553"
"1551","PE",26,"07752","Itapissuma","26900"
"1552","PE",26,"07802","Itaquitinga","17006"
"1553","PE",26,"07901","Jaboatão dos Guararapes","706867"
"1554","PE",26,"07950","Jaqueira","11644"
"1555","PE",26,"08008","Jataúba","17228"
"1556","PE",26,"08057","Jatobá","14850"
"1557","PE",26,"08107","João Alfredo","33328"
"1558","PE",26,"08206","Joaquim Nabuco","16011"
"1559","PE",26,"08255","Jucati","11485"
"1560","PE",26,"08305","Jupi","14922"
"1561","PE",26,"08404","Jurema","15431"
"1562","PE",26,"08453","Lagoa do Carro","18252"
"1563","PE",26,"08503","Lagoa de Itaenga","21460"
"1564","PE",26,"08602","Lagoa do Ouro","13224"
"1565","PE",26,"08701","Lagoa dos Gatos","16318"
"1566","PE",26,"08750","Lagoa Grande","25849"
"1567","PE",26,"08800","Lajedo","40589"
"1568","PE",26,"08909","Limoeiro","56198"
"1569","PE",26,"09006","Macaparana","25472"
"1570","PE",26,"09105","Machados","16321"
"1571","PE",26,"09154","Manari","21776"
"1572","PE",26,"09204","Maraial","11220"
"1573","PE",26,"09303","Mirandiba","15470"
"1574","PE",26,"09402","Moreno","63294"
"1575","PE",26,"09501","Nazaré da Mata","32573"
"1576","PE",26,"09600","Olinda","393115"
"1577","PE",26,"09709","Orobó","23935"
"1578","PE",26,"09808","Orocó","15152"
"1579","PE",26,"09907","Ouricuri","69969"
"1580","PE",26,"10004","Palmares","63500"
"1581","PE",26,"10103","Palmeirina","7600"
"1582","PE",26,"10202","Panelas","26456"
"1583","PE",26,"10301","Paranatama","11566"
"1584","PE",26,"10400","Parnamirim","22106"
"1585","PE",26,"10509","Passira","28894"
"1586","PE",26,"10608","Paudalho","56933"
"1587","PE",26,"10707","Paulista","334376"
"1588","PE",26,"10806","Pedra","22668"
"1589","PE",26,"10905","Pesqueira","67735"
"1590","PE",26,"11002","Petrolândia","36901"
"1591","PE",26,"11101","Petrolina","354317"
"1592","PE",26,"11200","Poção","11305"
"1593","PE",26,"11309","Pombos","27148"
"1594","PE",26,"11408","Primavera","15101"
"1595","PE",26,"11507","Quipapá","26175"
"1596","PE",26,"11533","Quixaba","6805"
"1597","PE",26,"11606","Recife","1653461"
"1598","PE",26,"11705","Riacho das Almas","20646"
"1599","PE",26,"11804","Ribeirão","47616"
"1600","PE",26,"11903","Rio Formoso","23628"
"1601","PE",26,"12000","Sairé","9764"
"1602","PE",26,"12109","Salgadinho","11068"
"1603","PE",26,"12208","Salgueiro","61249"
"1604","PE",26,"12307","Saloá","15862"
"1605","PE",26,"12406","Sanharó","26890"
"1606","PE",26,"12455","Santa Cruz","15558"
"1607","PE",26,"12471","Santa Cruz da Baixa Verde","12650"
"1608","PE",26,"12505","Santa Cruz do Capibaribe","109897"
"1609","PE",26,"12554","Santa Filomena","14562"
"1610","PE",26,"12604","Santa Maria da Boa Vista","42100"
"1611","PE",26,"12703","Santa Maria do Cambucá","14223"
"1612","PE",26,"12802","Santa Terezinha","11865"
"1613","PE",26,"12901","São Benedito do Sul","16069"
"1614","PE",26,"13008","São Bento do Una","60042"
"1615","PE",26,"13107","São Caitano","37368"
"1616","PE",26,"13206","São João","22899"
"1617","PE",26,"13305","São Joaquim do Monte","21398"
"1618","PE",26,"13404","São José da Coroa Grande","21586"
"1619","PE",26,"13503","São José do Belmonte","34021"
"1620","PE",26,"13602","São José do Egito","34056"
"1621","PE",26,"13701","São Lourenço da Mata","114079"
"1622","PE",26,"13800","São Vicente Férrer","18085"
"1623","PE",26,"13909","Serra Talhada","86915"
"1624","PE",26,"14006","Serrita","19196"
"1625","PE",26,"14105","Sertânia","36050"
"1626","PE",26,"14204","Sirinhaém","46361"
"1627","PE",26,"14303","Moreilândia","11270"
"1628","PE",26,"14402","Solidão","6021"
"1629","PE",26,"14501","Surubim","65647"
"1630","PE",26,"14600","Tabira","28704"
"1631","PE",26,"14709","Tacaimbó","12859"
"1632","PE",26,"14808","Tacaratu","26106"
"1633","PE",26,"14857","Tamandaré","23623"
"1634","PE",26,"15003","Taquaritinga do Norte","29127"
"1635","PE",26,"15102","Terezinha","7198"
"1636","PE",26,"15201","Terra Nova","10206"
"1637","PE",26,"15300","Timbaúba","52802"
"1638","PE",26,"15409","Toritama","46164"
"1639","PE",26,"15508","Tracunhaém","13813"
"1640","PE",26,"15607","Trindade","30816"
"1641","PE",26,"15706","Triunfo","15243"
"1642","PE",26,"15805","Tupanatinga","27551"
"1643","PE",26,"15904","Tuparetama","8256"
"1644","PE",26,"16001","Venturosa","18661"
"1645","PE",26,"16100","Verdejante","9553"
"1646","PE",26,"16183","Vertente do Lério","7571"
"1647","PE",26,"16209","Vertentes","20954"
"1648","PE",26,"16308","Vicência","32772"
"1649","PE",26,"16407","Vitória de Santo Antão","139583"
"1650","PE",26,"16506","Xexéu","14757"
"1651","AL",27,"00102","Água Branca","20230"
"1652","AL",27,"00201","Anadia","17526"
"1653","AL",27,"00300","Arapiraca","233047"
"1654","AL",27,"00409","Atalaia","47365"
"1655","AL",27,"00508","Barra de Santo Antônio","16068"
"1656","AL",27,"00607","Barra de São Miguel","8378"
"1657","AL",27,"00706","Batalha","18338"
"1658","AL",27,"00805","Belém","4284"
"1659","AL",27,"00904","Belo Monte","6710"
"1660","AL",27,"01001","Boca da Mata","27356"
"1661","AL",27,"01100","Branquinha","10460"
"1662","AL",27,"01209","Cacimbinhas","10889"
"1663","AL",27,"01308","Cajueiro","21331"
"1664","AL",27,"01357","Campestre","6954"
"1665","AL",27,"01407","Campo Alegre","57537"
"1666","AL",27,"01506","Campo Grande","9567"
"1667","AL",27,"01605","Canapi","17719"
"1668","AL",27,"01704","Capela","16979"
"1669","AL",27,"01803","Carneiros","9159"
"1670","AL",27,"01902","Chã Preta","7311"
"1671","AL",27,"02009","Coité do Nóia","10643"
"1672","AL",27,"02108","Colônia Leopoldina","21818"
"1673","AL",27,"02207","Coqueiro Seco","5864"
"1674","AL",27,"02306","Coruripe","57294"
"1675","AL",27,"02355","Craíbas","24309"
"1676","AL",27,"02405","Delmiro Gouveia","52262"
"1677","AL",27,"02504","Dois Riachos","11067"
"1678","AL",27,"02553","Estrela de Alagoas","18255"
"1679","AL",27,"02603","Feira Grande","22178"
"1680","AL",27,"02702","Feliz Deserto","4779"
"1681","AL",27,"02801","Flexeiras","12807"
"1682","AL",27,"02900","Girau do Ponciano","41237"
"1683","AL",27,"03007","Ibateguara","15627"
"1684","AL",27,"03106","Igaci","25613"
"1685","AL",27,"03205","Igreja Nova","24586"
"1686","AL",27,"03304","Inhapi","18392"
"1687","AL",27,"03403","Jacaré dos Homens","5219"
"1688","AL",27,"03502","Jacuípe","7006"
"1689","AL",27,"03601","Japaratinga","8403"
"1690","AL",27,"03700","Jaramataia","5761"
"1691","AL",27,"03759","Jequiá da Praia","11536"
"1692","AL",27,"03809","Joaquim Gomes","24081"
"1693","AL",27,"03908","Jundiá","4137"
"1694","AL",27,"04005","Junqueiro","24722"
"1695","AL",27,"04104","Lagoa da Canoa","17771"
"1696","AL",27,"04203","Limoeiro de Anadia","28771"
"1697","AL",27,"04302","Maceió","1025360"
"1698","AL",27,"04401","Major Isidoro","19864"
"1699","AL",27,"04500","Maragogi","33032"
"1700","AL",27,"04609","Maravilha","9004"
"1701","AL",27,"04708","Marechal Deodoro","52380"
"1702","AL",27,"04807","Maribondo","13193"
"1703","AL",27,"04906","Mar Vermelho","3494"
"1704","AL",27,"05002","Mata Grande","25207"
"1705","AL",27,"05101","Matriz de Camaragibe","24634"
"1706","AL",27,"05200","Messias","18031"
"1707","AL",27,"05309","Minador do Negrão","5322"
"1708","AL",27,"05408","Monteirópolis","7165"
"1709","AL",27,"05507","Murici","28333"
"1710","AL",27,"05606","Novo Lino","12764"
"1711","AL",27,"05705","Olho d'Água das Flores","21738"
"1712","AL",27,"05804","Olho d'Água do Casado","9441"
"1713","AL",27,"05903","Olho d'Água Grande","5128"
"1714","AL",27,"06000","Olivença","11657"
"1715","AL",27,"06109","Ouro Branco","11535"
"1716","AL",27,"06208","Palestina","5037"
"1717","AL",27,"06307","Palmeira dos Índios","73337"
"1718","AL",27,"06406","Pão de Açúcar","24351"
"1719","AL",27,"06422","Pariconha","10539"
"1720","AL",27,"06448","Paripueira","13332"
"1721","AL",27,"06505","Passo de Camaragibe","15258"
"1722","AL",27,"06604","Paulo Jacinto","7560"
"1723","AL",27,"06703","Penedo","63846"
"1724","AL",27,"06802","Piaçabuçu","17848"
"1725","AL",27,"06901","Pilar","35212"
"1726","AL",27,"07008","Pindoba","2905"
"1727","AL",27,"07107","Piranhas","25183"
"1728","AL",27,"07206","Poço das Trincheiras","14418"
"1729","AL",27,"07305","Porto Calvo","27249"
"1730","AL",27,"07404","Porto de Pedras","7701"
"1731","AL",27,"07503","Porto Real do Colégio","20112"
"1732","AL",27,"07602","Quebrangulo","11248"
"1733","AL",27,"07701","Rio Largo","75394"
"1734","AL",27,"07800","Roteiro","6649"
"1735","AL",27,"07909","Santa Luzia do Norte","7320"
"1736","AL",27,"08006","Santana do Ipanema","47819"
"1737","AL",27,"08105","Santana do Mundaú","10687"
"1738","AL",27,"08204","São Brás","6969"
"1739","AL",27,"08303","São José da Laje","23996"
"1740","AL",27,"08402","São José da Tapera","32405"
"1741","AL",27,"08501","São Luís do Quitunde","34692"
"1742","AL",27,"08600","São Miguel dos Campos","61797"
"1743","AL",27,"08709","São Miguel dos Milagres","8013"
"1744","AL",27,"08808","São Sebastião","34290"
"1745","AL",27,"08907","Satuba","13936"
"1746","AL",27,"08956","Senador Rui Palmeira","13921"
"1747","AL",27,"09004","Tanque d'Arca","6138"
"1748","AL",27,"09103","Taquarana","20072"
"1749","AL",27,"09152","Teotônio Vilela","44372"
"1750","AL",27,"09202","Traipu","27826"
"1751","AL",27,"09301","União dos Palmares","65790"
"1752","AL",27,"09400","Viçosa","25693"
"1753","SE",28,"00100","Amparo de São Francisco","2380"
"1754","SE",28,"00209","Aquidabã","21681"
"1755","SE",28,"00308","Aracaju","664908"
"1756","SE",28,"00407","Arauá","9947"
"1757","SE",28,"00506","Areia Branca","18686"
"1758","SE",28,"00605","Barra dos Coqueiros","30930"
"1759","SE",28,"00670","Boquim","26899"
"1760","SE",28,"00704","Brejo Grande","8353"
"1761","SE",28,"01009","Campo do Brito","18218"
"1762","SE",28,"01108","Canhoba","4006"
"1763","SE",28,"01207","Canindé de São Francisco","30402"
"1764","SE",28,"01306","Capela","34514"
"1765","SE",28,"01405","Carira","22239"
"1766","SE",28,"01504","Carmópolis","16937"
"1767","SE",28,"01603","Cedro de São João","5913"
"1768","SE",28,"01702","Cristinápolis","18029"
"1769","SE",28,"01900","Cumbe","3998"
"1770","SE",28,"02007","Divina Pastora","5215"
"1771","SE",28,"02106","Estância","69556"
"1772","SE",28,"02205","Feira Nova","5601"
"1773","SE",28,"02304","Frei Paulo","15556"
"1774","SE",28,"02403","Gararu","11601"
"1775","SE",28,"02502","General Maynard","3384"
"1776","SE",28,"02601","Graccho Cardoso","5824"
"1777","SE",28,"02700","Ilha das Flores","8521"
"1778","SE",28,"02809","Indiaroba","18149"
"1779","SE",28,"02908","Itabaiana","96142"
"1780","SE",28,"03005","Itabaianinha","42166"
"1781","SE",28,"03104","Itabi","4886"
"1782","SE",28,"03203","Itaporanga d'Ajuda","34709"
"1783","SE",28,"03302","Japaratuba","18907"
"1784","SE",28,"03401","Japoatã","13429"
"1785","SE",28,"03500","Lagarto","105221"
"1786","SE",28,"03609","Laranjeiras","30080"
"1787","SE",28,"03708","Macambira","6961"
"1788","SE",28,"03807","Malhada dos Bois","3699"
"1789","SE",28,"03906","Malhador","12653"
"1790","SE",28,"04003","Maruim","17271"
"1791","SE",28,"04102","Moita Bonita","11348"
"1792","SE",28,"04201","Monte Alegre de Sergipe","15175"
"1793","SE",28,"04300","Muribeca","7639"
"1794","SE",28,"04409","Neópolis","18703"
"1795","SE",28,"04458","Nossa Senhora Aparecida","8809"
"1796","SE",28,"04508","Nossa Senhora da Glória","37324"
"1797","SE",28,"04607","Nossa Senhora das Dores","26795"
"1798","SE",28,"04706","Nossa Senhora de Lourdes","6496"
"1799","SE",28,"04805","Nossa Senhora do Socorro","185706"
"1800","SE",28,"04904","Pacatuba","14540"
"1801","SE",28,"05000","Pedra Mole","3285"
"1802","SE",28,"05109","Pedrinhas","9665"
"1803","SE",28,"05208","Pinhão","6627"
"1804","SE",28,"05307","Pirambu","9359"
"1805","SE",28,"05406","Poço Redondo","35122"
"1806","SE",28,"05505","Poço Verde","23867"
"1807","SE",28,"05604","Porto da Folha","28693"
"1808","SE",28,"05703","Propriá","29692"
"1809","SE",28,"05802","Riachão do Dantas","19809"
"1810","SE",28,"05901","Riachuelo","10284"
"1811","SE",28,"06008","Ribeirópolis","18773"
"1812","SE",28,"06107","Rosário do Catete","11008"
"1813","SE",28,"06206","Salgado","20025"
"1814","SE",28,"06305","Santa Luzia do Itanhy","14121"
"1815","SE",28,"06404","Santana do São Francisco","7844"
"1816","SE",28,"06503","Santa Rosa de Lima","3923"
"1817","SE",28,"06602","Santo Amaro das Brotas","12151"
"1818","SE",28,"06701","São Cristóvão","91093"
"1819","SE",28,"06800","São Domingos","11207"
"1820","SE",28,"06909","São Francisco","3781"
"1821","SE",28,"07006","São Miguel do Aleixo","3947"
"1822","SE",28,"07105","Simão Dias","40606"
"1823","SE",28,"07204","Siriri","8970"
"1824","SE",28,"07303","Telha","3249"
"1825","SE",28,"07402","Tobias Barreto","52530"
"1826","SE",28,"07501","Tomar do Geru","13535"
"1827","SE",28,"07600","Umbaúba","25550"
"1828","BA",29,"00108","Abaíra","8710"
"1829","BA",29,"00207","Abaré","20347"
"1830","BA",29,"00306","Acajutiba","15187"
"1831","BA",29,"00355","Adustina","17126"
"1832","BA",29,"00405","Água Fria","17033"
"1833","BA",29,"00504","Érico Cardoso","10560"
"1834","BA",29,"00603","Aiquara","4416"
"1835","BA",29,"00702","Alagoinhas","152327"
"1836","BA",29,"00801","Alcobaça","22490"
"1837","BA",29,"00900","Almadina","5366"
"1838","BA",29,"01007","Amargosa","37441"
"1839","BA",29,"01106","Amélia Rodrigues","25048"
"1840","BA",29,"01155","América Dourada","16090"
"1841","BA",29,"01205","Anagé","21607"
"1842","BA",29,"01304","Andaraí","13132"
"1843","BA",29,"01353","Andorinha","14503"
"1844","BA",29,"01403","Angical","13938"
"1845","BA",29,"01502","Anguera","11297"
"1846","BA",29,"01601","Antas","19479"
"1847","BA",29,"01700","Antônio Cardoso","11677"
"1848","BA",29,"01809","Antônio Gonçalves","11878"
"1849","BA",29,"01908","Aporá","17788"
"1850","BA",29,"01957","Apuarema","7302"
"1851","BA",29,"02005","Aracatu","13045"
"1852","BA",29,"02054","Araçás","12208"
"1853","BA",29,"02104","Araci","54648"
"1854","BA",29,"02203","Aramari","11461"
"1855","BA",29,"02252","Arataca","10961"
"1856","BA",29,"02302","Aratuípe","8837"
"1857","BA",29,"02401","Aurelino Leal","11299"
"1858","BA",29,"02500","Baianópolis","13929"
"1859","BA",29,"02609","Baixa Grande","20449"
"1860","BA",29,"02658","Banzaê","13240"
"1861","BA",29,"02708","Barra","53910"
"1862","BA",29,"02807","Barra da Estiva","20392"
"1863","BA",29,"02906","Barra do Choça","31209"
"1864","BA",29,"03003","Barra do Mendes","13833"
"1865","BA",29,"03102","Barra do Rocha","5612"
"1866","BA",29,"03201","Barreiras","156975"
"1867","BA",29,"03235","Barro Alto","15054"
"1868","BA",29,"03276","Barrocas","16105"
"1869","BA",29,"03300","Barro Preto","5448"
"1870","BA",29,"03409","Belmonte","23437"
"1871","BA",29,"03508","Belo Campo","17109"
"1872","BA",29,"03607","Biritinga","15984"
"1873","BA",29,"03706","Boa Nova","12329"
"1874","BA",29,"03805","Boa Vista do Tupim","18531"
"1875","BA",29,"03904","Bom Jesus da Lapa","69662"
"1876","BA",29,"03953","Bom Jesus da Serra","9823"
"1877","BA",29,"04001","Boninal","14446"
"1878","BA",29,"04050","Bonito","16884"
"1879","BA",29,"04100","Boquira","21497"
"1880","BA",29,"04209","Botuporã","10129"
"1881","BA",29,"04308","Brejões","14222"
"1882","BA",29,"04407","Brejolândia","10618"
"1883","BA",29,"04506","Brotas de Macaúbas","10130"
"1884","BA",29,"04605","Brumado","67335"
"1885","BA",29,"04704","Buerarema","18306"
"1886","BA",29,"04753","Buritirama","21276"
"1887","BA",29,"04803","Caatiba","6488"
"1888","BA",29,"04852","Cabaceiras do Paraguaçu","18911"
"1889","BA",29,"04902","Cachoeira","33567"
"1890","BA",29,"05008","Caculé","23291"
"1891","BA",29,"05107","Caém","9058"
"1892","BA",29,"05156","Caetanos","14608"
"1893","BA",29,"05206","Caetité","51081"
"1894","BA",29,"05305","Cafarnaum","18513"
"1895","BA",29,"05404","Cairu","18427"
"1896","BA",29,"05503","Caldeirão Grande","13391"
"1897","BA",29,"05602","Camacan","32006"
"1898","BA",29,"05701","Camaçari","304302"
"1899","BA",29,"05800","Camamu","35382"
"1900","BA",29,"05909","Campo Alegre de Lourdes","28820"
"1901","BA",29,"06006","Campo Formoso","71487"
"1902","BA",29,"06105","Canápolis","9703"
"1903","BA",29,"06204","Canarana","26325"
"1904","BA",29,"06303","Canavieiras","30906"
"1905","BA",29,"06402","Candeal","8181"
"1906","BA",29,"06501","Candeias","87458"
"1907","BA",29,"06600","Candiba","14368"
"1908","BA",29,"06709","Cândido Sales","25053"
"1909","BA",29,"06808","Cansanção","34882"
"1910","BA",29,"06824","Canudos","16753"
"1911","BA",29,"06857","Capela do Alto Alegre","11616"
"1912","BA",29,"06873","Capim Grosso","30862"
"1913","BA",29,"06899","Caraíbas","8801"
"1914","BA",29,"06907","Caravelas","22093"
"1915","BA",29,"07004","Cardeal da Silva","9346"
"1916","BA",29,"07103","Carinhanha","29070"
"1917","BA",29,"07202","Casa Nova","72545"
"1918","BA",29,"07301","Castro Alves","26318"
"1919","BA",29,"07400","Catolândia","3599"
"1920","BA",29,"07509","Catu","54970"
"1921","BA",29,"07558","Caturama","9316"
"1922","BA",29,"07608","Central","17280"
"1923","BA",29,"07707","Chorrochó","11200"
"1924","BA",29,"07806","Cícero Dantas","32576"
"1925","BA",29,"07905","Cipó","17352"
"1926","BA",29,"08002","Coaraci","16549"
"1927","BA",29,"08101","Cocos","18807"
"1928","BA",29,"08200","Conceição da Feira","22762"
"1929","BA",29,"08309","Conceição do Almeida","17165"
"1930","BA",29,"08408","Conceição do Coité","67013"
"1931","BA",29,"08507","Conceição do Jacuípe","33398"
"1932","BA",29,"08606","Conde","26035"
"1933","BA",29,"08705","Condeúba","17178"
"1934","BA",29,"08804","Contendas do Sincorá","4045"
"1935","BA",29,"08903","Coração de Maria","22495"
"1936","BA",29,"09000","Cordeiros","8642"
"1937","BA",29,"09109","Coribe","14149"
"1938","BA",29,"09208","Coronel João Sá","15717 (9)"
"1939","BA",29,"09307","Correntina","32191"
"1940","BA",29,"09406","Cotegipe","13769"
"1941","BA",29,"09505","Cravolândia","5351"
"1942","BA",29,"09604","Crisópolis","21163"
"1943","BA",29,"09703","Cristópolis","13947"
"1944","BA",29,"09802","Cruz das Almas","63591"
"1945","BA",29,"09901","Curaçá","34886"
"1946","BA",29,"10008","Dário Meira","10525"
"1947","BA",29,"10057","Dias d'Ávila","82432"
"1948","BA",29,"10107","Dom Basílio","12240"
"1949","BA",29,"10206","Dom Macedo Costa","4065"
"1950","BA",29,"10305","Elísio Medrado","8126"
"1951","BA",29,"10404","Encruzilhada","16446"
"1952","BA",29,"10503","Entre Rios","41901"
"1953","BA",29,"10602","Esplanada","37578"
"1954","BA",29,"10701","Euclides da Cunha","60858"
"1955","BA",29,"10727","Eunápolis","114396"
"1956","BA",29,"10750","Fátima","17845"
"1957","BA",29,"10776","Feira da Mata","5661"
"1958","BA",29,"10800","Feira de Santana","619609"
"1959","BA",29,"10859","Filadélfia","16345"
"1960","BA",29,"10909","Firmino Alves","5629"
"1961","BA",29,"11006","Floresta Azul","10575"
"1962","BA",29,"11105","Formosa do Rio Preto","25857"
"1963","BA",29,"11204","Gandu","32596"
"1964","BA",29,"11253","Gavião","4440"
"1965","BA",29,"11303","Gentio do Ouro","11259"
"1966","BA",29,"11402","Glória","15234"
"1967","BA",29,"11501","Gongogi","6985"
"1968","BA",29,"11600","Governador Mangabeira","20762"
"1969","BA",29,"11659","Guajeru","6646"
"1970","BA",29,"11709","Guanambi","84928"
"1971","BA",29,"11808","Guaratinga","20700"
"1972","BA",29,"11857","Heliópolis","12987"
"1973","BA",29,"11907","Iaçu","24121"
"1974","BA",29,"12004","Ibiassucê","9031(10)"
"1975","BA",29,"12103","Ibicaraí","21378"
"1976","BA",29,"12202","Ibicoara","19786"
"1977","BA",29,"12301","Ibicuí","16230"
"1978","BA",29,"12400","Ibipeba","18319"
"1979","BA",29,"12509","Ibipitanga","14947"
"1980","BA",29,"12608","Ibiquera","4046"
"1981","BA",29,"12707","Ibirapitanga","23404"
"1982","BA",29,"12806","Ibirapuã","8690"
"1983","BA",29,"12905","Ibirataia","14882"
"1984","BA",29,"13002","Ibitiara","16403"
"1985","BA",29,"13101","Ibititá","17080"
"1986","BA",29,"13200","Ibotirama","27003"
"1987","BA",29,"13309","Ichu","6220"
"1988","BA",29,"13408","Igaporã","15650"
"1989","BA",29,"13457","Igrapiúna","13091"
"1990","BA",29,"13507","Iguaí","26963"
"1991","BA",29,"13606","Ilhéus","159923"
"1992","BA",29,"13705","Inhambupe","40333"
"1993","BA",29,"13804","Ipecaetá","14354"
"1994","BA",29,"13903","Ipiaú","45922"
"1995","BA",29,"14000","Ipirá","59435"
"1996","BA",29,"14109","Ipupiara","9911"
"1997","BA",29,"14208","Irajuba","7279"
"1998","BA",29,"14307","Iramaia","8197"
"1999","BA",29,"14406","Iraquara","25478"
